AREASYMBOL,SPATIALVER,MUSYM,MUKEY,MUKEY_1,Db3rdbar
TX041,"5",SmC,"363230","363230",1.50000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",BwC,"363183","363183",1.45000000000
TX041,"5",PaC,"363213","363213",1.48000000000
TX041,"5",BwC,"363183","363183",1.45000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",DeA,"363190","363190",1.53000000000
TX041,"5",AxB,"363174","363174",1.44000000000
TX041,"5",Sa,"363224","363224",1.44000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",NvB,"363212","363212",1.51000000000
TX041,"5",NvB,"363212","363212",1.51000000000
TX041,"5",RsD,"363221","363221",1.49000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",MaA,"363210","363210",1.55000000000
TX041,"5",TgB,"363236","363236",1.52000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",TgB,"363236","363236",1.52000000000
TX041,"5",RtC,"363222","363222",1.50000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",DfC,"363191","363191",1.47000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",EuB,"363194","363194",1.47000000000
TX041,"5",BeB,"363176","363176",1.45000000000
TX041,"5",WzA,"363253","363253",1.54000000000
TX041,"5",RoB,"363218","363218",1.58000000000
TX041,"5",BrB,"363179","363179",1.40000000000
TX041,"5",BrB,"363179","363179",1.40000000000
TX041,"5",BuB,"363181","363181",1.38000000000
TX041,"5",GvC,"363200","363200",1.45000000000
TX041,"5",BoB,"363178","363178",1.48000000000
TX041,"5",RoB,"363218","363218",1.58000000000
TX041,"5",GrD,"363199","363199",1.45000000000
TX041,"5",DeA,"363190","363190",1.53000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",SmC,"363230","363230",1.50000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",KuD,"363206","363206",1.42000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",SnB,"363232","363232",1.49000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",BwD,"363184","363184",1.38000000000
TX041,"5",RtC,"363222","363222",1.50000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",EuB,"363194","363194",1.47000000000
TX041,"5",LfA,"363207","363207",1.53000000000
TX041,"5",LfA,"363207","363207",1.53000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",RtC,"363222","363222",1.50000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",BoB,"363178","363178",1.48000000000
TX041,"5",BeB,"363176","363176",1.45000000000
TX041,"5",RtC,"363222","363222",1.50000000000
TX041,"5",RsD,"363221","363221",1.49000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",BoB,"363178","363178",1.48000000000
TX041,"5",GvC,"363200","363200",1.45000000000
TX041,"5",ZcB,"363260","363260",1.41000000000
TX041,"5",SkB,"363229","363229",1.42000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",ZaB,"363256","363256",1.42000000000
TX041,"5",ZcB,"363260","363260",1.41000000000
TX041,"5",LfA,"363207","363207",1.53000000000
TX041,"5",ZcB,"363260","363260",1.41000000000
TX041,"5",ZuB,"363262","363262",1.53000000000
TX041,"5",ZaD,"363258","363258",1.43000000000
TX041,"5",SmC,"363230","363230",1.50000000000
TX041,"5",ZuB,"363262","363262",1.53000000000
TX041,"5",ZcB,"363260","363260",1.41000000000
TX041,"5",ZuB,"363262","363262",1.53000000000
TX041,"5",GrD,"363199","363199",1.45000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",PaC,"363213","363213",1.48000000000
TX041,"5",ZuB,"363262","363262",1.53000000000
TX041,"5",ZaB,"363256","363256",1.42000000000
TX041,"5",TuA,"363237","363237",1.53000000000
TX041,"5",ZcB,"363260","363260",1.41000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",DuC,"363193","363193",1.47000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",DeA,"363190","363190",1.53000000000
TX041,"5",RsC,"363220","363220",1.49000000000
TX041,"5",ZuB,"363262","363262",1.53000000000
TX041,"5",BwC,"363183","363183",1.45000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",SmC,"363230","363230",1.50000000000
TX041,"5",BwC,"363183","363183",1.45000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",ZaB,"363256","363256",1.42000000000
TX041,"5",DuC,"363193","363193",1.47000000000
TX041,"5",ZaC2,"363257","363257",1.42000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",KuC,"363205","363205",1.42000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",ZaB,"363256","363256",1.42000000000
TX041,"5",LfA,"363207","363207",1.53000000000
TX041,"5",SkB,"363229","363229",1.42000000000
TX041,"5",RuC,"363223","363223",1.49000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",SmD,"363231","363231",1.50000000000
TX041,"5",SkB,"363229","363229",1.42000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",BrB,"363179","363179",1.40000000000
TX041,"5",AxB,"363174","363174",1.44000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",ZcD,"363261","363261",1.41000000000
TX041,"5",BrB,"363179","363179",1.40000000000
TX041,"5",ZcB,"363260","363260",1.41000000000
TX041,"5",ZaC2,"363257","363257",1.42000000000
TX041,"5",BeB,"363176","363176",1.45000000000
TX041,"5",RsC,"363220","363220",1.49000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",Uh,"363246","363246",1.41000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",DeA,"363190","363190",1.53000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",BeB,"363176","363176",1.45000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",DmA,"363192","363192",1.33000000000
TX041,"5",BeA,"363175","363175",1.56000000000
TX041,"5",DmA,"363192","363192",1.33000000000
TX041,"5",DfC,"363191","363191",1.47000000000
TX041,"5",FaB,"363195","363195",1.39000000000
TX041,"5",ZcB,"363260","363260",1.41000000000
TX041,"5",BuA,"363180","363180",1.39000000000
TX041,"5",PaC,"363213","363213",1.48000000000
TX041,"5",DeA,"363190","363190",1.53000000000
TX041,"5",DuC,"363193","363193",1.47000000000
TX041,"5",BrB,"363179","363179",1.40000000000
TX041,"5",ZuB,"363262","363262",1.53000000000
TX041,"5",Us,"363248","363248",1.55000000000
TX041,"5",Sb,"363225","363225",1.44000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",RsD,"363221","363221",1.49000000000
TX041,"5",BrB,"363179","363179",1.40000000000
TX041,"5",ZcB,"363260","363260",1.41000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",ZcB,"363260","363260",1.41000000000
TX041,"5",SmC,"363230","363230",1.50000000000
TX041,"5",ZcB,"363260","363260",1.41000000000
TX041,"5",ShA,"363227","363227",1.37000000000
TX041,"5",DfC,"363191","363191",1.47000000000
TX041,"5",SkB,"363229","363229",1.42000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",SkB,"363229","363229",1.42000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",EuB,"363194","363194",1.47000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",NvB,"363212","363212",1.51000000000
TX041,"5",RsD,"363221","363221",1.49000000000
TX041,"5",ZuB,"363262","363262",1.53000000000
TX041,"5",Sa,"363224","363224",1.44000000000
TX041,"5",MaA,"363210","363210",1.55000000000
TX041,"5",Sa,"363224","363224",1.44000000000
TX041,"5",RoB,"363218","363218",1.58000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",RsC,"363220","363220",1.49000000000
TX041,"5",DeA,"363190","363190",1.53000000000
TX041,"5",GrD,"363199","363199",1.45000000000
TX041,"5",TgB,"363236","363236",1.52000000000
TX041,"5",RoB,"363218","363218",1.58000000000
TX041,"5",RoB,"363218","363218",1.58000000000
TX041,"5",RoB,"363218","363218",1.58000000000
TX041,"5",MrA,"363211","363211",1.55000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",DeA,"363190","363190",1.53000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",DfC,"363191","363191",1.47000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",ChD,"363186","363186",1.47000000000
TX041,"5",BeA,"363175","363175",1.56000000000
TX041,"5",RbA,"363216","363216",1.49000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",MaA,"363210","363210",1.55000000000
TX041,"5",RoB,"363218","363218",1.58000000000
TX041,"5",NvB,"363212","363212",1.51000000000
TX041,"5",ZuB,"363262","363262",1.53000000000
TX041,"5",GrD,"363199","363199",1.45000000000
TX041,"5",PaC,"363213","363213",1.48000000000
TX041,"5",ZaB,"363256","363256",1.42000000000
TX041,"5",DeA,"363190","363190",1.53000000000
TX041,"5",RoB,"363218","363218",1.58000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",DuC,"363193","363193",1.47000000000
TX041,"5",MaA,"363210","363210",1.55000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",WzA,"363253","363253",1.54000000000
TX041,"5",ScC,"363226","363226",1.50000000000
TX041,"5",MaA,"363210","363210",1.55000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",BwD,"363184","363184",1.38000000000
TX041,"5",BwC,"363183","363183",1.45000000000
TX041,"5",SmC,"363230","363230",1.50000000000
TX041,"5",BwC,"363183","363183",1.45000000000
TX041,"5",FaB,"363195","363195",1.39000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",SmC,"363230","363230",1.50000000000
TX041,"5",ReC,"363217","363217",1.48000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",LfA,"363207","363207",1.53000000000
TX041,"5",LuB,"363208","363208",1.38000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",WzA,"363253","363253",1.54000000000
TX041,"5",WzA,"363253","363253",1.54000000000
TX041,"5",KuC,"363205","363205",1.42000000000
TX041,"5",DeA,"363190","363190",1.53000000000
TX041,"5",LuB,"363208","363208",1.38000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",BeB,"363176","363176",1.45000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",WzA,"363253","363253",1.54000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",BeB,"363176","363176",1.45000000000
TX041,"5",BeA,"363175","363175",1.56000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",LuB,"363208","363208",1.38000000000
TX041,"5",BeB,"363176","363176",1.45000000000
TX041,"5",LuB,"363208","363208",1.38000000000
TX041,"5",BeB,"363176","363176",1.45000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",LfA,"363207","363207",1.53000000000
TX041,"5",RsC,"363220","363220",1.49000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",WzA,"363253","363253",1.54000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",LuB,"363208","363208",1.38000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",WzA,"363253","363253",1.54000000000
TX041,"5",WzA,"363253","363253",1.54000000000
TX041,"5",BeA,"363175","363175",1.56000000000
TX041,"5",RsD,"363221","363221",1.49000000000
TX041,"5",WzA,"363253","363253",1.54000000000
TX041,"5",BeB,"363176","363176",1.45000000000
TX041,"5",Ka,"363203","363203",1.34000000000
TX041,"5",MaA,"363210","363210",1.55000000000
TX041,"5",MaA,"363210","363210",1.55000000000
TX041,"5",BeB,"363176","363176",1.45000000000
TX041,"5",RsC,"363220","363220",1.49000000000
TX041,"5",KrD,"363204","363204",1.48000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",BuA,"363180","363180",1.39000000000
TX041,"5",SkB,"363229","363229",1.42000000000
TX041,"5",BeB,"363176","363176",1.45000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",SkB,"363229","363229",1.42000000000
TX041,"5",PaC,"363213","363213",1.48000000000
TX041,"5",Pt,"363214","363214",0.00000000000
TX041,"5",SnB,"363232","363232",1.49000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",SmC,"363230","363230",1.50000000000
TX041,"5",DfC,"363191","363191",1.47000000000
TX041,"5",KrD,"363204","363204",1.48000000000
TX041,"5",ScC,"363226","363226",1.50000000000
TX041,"5",ScC,"363226","363226",1.50000000000
TX041,"5",BwC,"363183","363183",1.45000000000
TX041,"5",RoB,"363218","363218",1.58000000000
TX041,"5",SnB,"363232","363232",1.49000000000
TX041,"5",Sa,"363224","363224",1.44000000000
TX041,"5",ZcB,"363260","363260",1.41000000000
TX041,"5",Ur,"363247","363247",0.00000000000
TX041,"5",Pt,"363214","363214",0.00000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",WzA,"363253","363253",1.54000000000
TX041,"5",ZaB,"363256","363256",1.42000000000
TX041,"5",BuB,"363181","363181",1.38000000000
TX041,"5",PaC,"363213","363213",1.48000000000
TX041,"5",DuC,"363193","363193",1.47000000000
TX041,"5",BoB,"363178","363178",1.48000000000
TX041,"5",AxB,"363174","363174",1.44000000000
TX041,"5",GvC,"363200","363200",1.45000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",BeB,"363176","363176",1.45000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",ZcB,"363260","363260",1.41000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",BrB,"363179","363179",1.40000000000
TX041,"5",Ur,"363247","363247",0.00000000000
TX041,"5",BuA,"363180","363180",1.39000000000
TX041,"5",GrC2,"363198","363198",1.46000000000
TX041,"5",GrC2,"363198","363198",1.46000000000
TX041,"5",GrD,"363199","363199",1.45000000000
TX041,"5",SkB,"363229","363229",1.42000000000
TX041,"5",ReC,"363217","363217",1.48000000000
TX041,"5",AxB,"363174","363174",1.44000000000
TX041,"5",WzA,"363253","363253",1.54000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",BoB,"363178","363178",1.48000000000
TX041,"5",MrA,"363211","363211",1.55000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",Sa,"363224","363224",1.44000000000
TX041,"5",DfC,"363191","363191",1.47000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",Sa,"363224","363224",1.44000000000
TX041,"5",KuD,"363206","363206",1.42000000000
TX041,"5",DuC,"363193","363193",1.47000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",WzA,"363253","363253",1.54000000000
TX041,"5",DmA,"363192","363192",1.33000000000
TX041,"5",SmD,"363231","363231",1.50000000000
TX041,"5",DeA,"363190","363190",1.53000000000
TX041,"5",ZaB,"363256","363256",1.42000000000
TX041,"5",DeA,"363190","363190",1.53000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",AxB,"363174","363174",1.44000000000
TX041,"5",GrD,"363199","363199",1.45000000000
TX041,"5",SnB,"363232","363232",1.49000000000
TX041,"5",BrB,"363179","363179",1.40000000000
TX041,"5",ReC,"363217","363217",1.48000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",DfC,"363191","363191",1.47000000000
TX041,"5",PaC,"363213","363213",1.48000000000
TX041,"5",WzA,"363253","363253",1.54000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",Rr,"363219","363219",1.28000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",BeA,"363175","363175",1.56000000000
TX041,"5",LfA,"363207","363207",1.53000000000
TX041,"5",BrB,"363179","363179",1.40000000000
TX041,"5",BrB,"363179","363179",1.40000000000
TX041,"5",GrD,"363199","363199",1.45000000000
TX041,"5",BeB,"363176","363176",1.45000000000
TX041,"5",SmC,"363230","363230",1.50000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",SkB,"363229","363229",1.42000000000
TX041,"5",TuA,"363237","363237",1.53000000000
TX041,"5",GrC2,"363198","363198",1.46000000000
TX041,"5",AxB,"363174","363174",1.44000000000
TX041,"5",ZcB,"363260","363260",1.41000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",SmC,"363230","363230",1.50000000000
TX041,"5",LfA,"363207","363207",1.53000000000
TX041,"5",NvB,"363212","363212",1.51000000000
TX041,"5",DfC,"363191","363191",1.47000000000
TX041,"5",RoB,"363218","363218",1.58000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",LfA,"363207","363207",1.53000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",BwD,"363184","363184",1.38000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",GrD,"363199","363199",1.45000000000
TX041,"5",PaC,"363213","363213",1.48000000000
TX041,"5",BrB,"363179","363179",1.40000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",SmC,"363230","363230",1.50000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",Ur,"363247","363247",0.00000000000
TX041,"5",LuB,"363208","363208",1.38000000000
TX041,"5",BeA,"363175","363175",1.56000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",KuC,"363205","363205",1.42000000000
TX041,"5",LuD,"363209","363209",1.39000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",PaC,"363213","363213",1.48000000000
TX041,"5",BwD,"363184","363184",1.38000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",ZuB,"363262","363262",1.53000000000
TX041,"5",SmC,"363230","363230",1.50000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",W,"363255","363255",0.00000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",CrB,"363188","363188",1.54000000000
TX041,"5",PaC,"363213","363213",1.48000000000
TX041,"5",KrD,"363204","363204",1.48000000000
TX041,"5",ScC,"363226","363226",1.50000000000
TX041,"5",GvC,"363200","363200",1.45000000000
TX041,"5",BwC,"363183","363183",1.45000000000
TX041,"5",BwD,"363184","363184",1.38000000000
TX041,"5",Pt,"363214","363214",0.00000000000
TX041,"5",CrB2,"363189","363189",1.56000000000
TX041,"5",ChC,"363185","363185",1.50000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",GrC,"363197","363197",1.45000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",TaA,"363235","363235",1.50000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",ZaB,"363256","363256",1.42000000000
TX041,"5",DuC,"363193","363193",1.47000000000
TX041,"5",ZcB,"363260","363260",1.41000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",SmC,"363230","363230",1.50000000000
TX041,"5",BwC,"363183","363183",1.45000000000
TX041,"5",ScC,"363226","363226",1.50000000000
TX041,"5",SmC,"363230","363230",1.50000000000
TX041,"5",BuA,"363180","363180",1.39000000000
TX041,"5",RaB,"363215","363215",1.54000000000
TX041,"5",PaC,"363213","363213",1.48000000000
TX041,"5",SmC,"363230","363230",1.50000000000
TX041,"5",SpB,"363233","363233",1.51000000000
TX041,"5",WzA,"363253","363253",1.54000000000
TX041,"5",Sa,"363224","363224",1.44000000000
